Genes,C3_a,C3_b,C3_c,C3_d
GENE120,1175.6374810876,903.934554641887,725.724692104026,618.798940199643
GENE121,886.936809335544,1012.76803022449,1085.08805510164,1135.62689589325
GENE122,732.418482731407,879.983671645686,1061.80391523811,1111.90263013276
GENE123,901.977058076078,962.396811566663,980.778302488671,954.387160535946
GENE124,730.656863814241,899.222691408896,764.49148730619,971.528088391571
GENE125,913.955025420782,851.19516649837,851.948539162903,903.966417491638
GENE126,792.284365173047,567.420842903912,1073.85452657768,973.425307580392
GENE127,882.797837091014,888.984371656447,878.46492119293,1022.58167466159
GENE128,876.573340574346,892.163614701003,1068.23477282844,980.799438874739
GENE129,981.224026121664,1011.35003019759,915.033196980597,861.885686295819
GENE130,985.249049968065,1028.18891116428,746.969099691102,1007.58792812896
GENE131,918.470677379422,1085.25453774681,878.078489923056,1006.18402550962
GENE132,764.404088375548,1058.54717964515,1001.15382392775,835.940303190256
GENE133,929.525078311996,942.208913726834,1186.98419187066,845.307340054186
GENE134,749.869149056809,882.520925838674,1026.91456343369,861.985907835439
GENE135,1045.97450049848,820.254392185965,1028.40102422168,950.013650003582
GENE136,746.250783666681,974.857872632866,738.907297036285,930.97230401472
GENE137,598.171211845661,914.565494468559,860.307618812507,892.153098109494
GENE138,935.988073752815,852.129923712179,906.785054483813,1051.25476081934
GENE139,1068.47846678011,971.494500739744,800.863032093107,926.478130298093
GENE140,849.324605949737,831.430257435462,1099.73999283286,917.563769329965
GENE141,976.664660091699,785.3302769825,716.197376932302,933.452595235424
GENE142,859.916670799601,916.374310711727,790.401975379752,816.462985658424
GENE143,932.342654795155,1054.95088280391,798.8357413635,822.556448064855
GENE144,735.961934273244,946.815355528783,856.596163421942,896.536303939386
GENE145,915.742062951046,1091.66052446975,765.772687827194,942.25233200117
GENE146,1078.66976915961,727.998784693364,1012.73741610742,864.463052863757
GENE147,879.465428504408,911.064873022548,898.10379821552,906.495781663568
GENE148,887.187602351557,977.763110256282,1140.94537251722,972.617485224455
GENE149,736.340173999257,906.686059775141,704.336132019966,958.759614498881
GENE150,1037.28717659081,731.535861879964,888.561840285171,827.116861654321
GENE151,860.501941780411,1148.89058420824,936.58512462271,683.264885911434
GENE152,837.820584261145,1016.2787072977,833.885220349969,1076.20104693629
GENE153,1049.80351700493,856.067472949665,759.810388176229,853.244042934569
GENE154,772.42946117068,854.664958583902,916.824478438019,1128.01570428043
GENE155,895.705780857161,781.96169285574,993.576073532192,961.918015317463
GENE156,990.519880767778,856.4477109337,850.273040774181,1000.86143313722
GENE157,946.658160221084,767.208671187158,796.879209378395,972.60055163162
GENE158,792.840279399709,872.168727972178,866.831899542144,887.613005663939
GENE159,1081.68687935757,932.881671310054,933.288807086538,929.732434047572
GENE160,763.453322215387,915.128554844312,955.497314786621,868.428677119625
GENE161,789.43820852771,1003.28392728459,1087.37350241865,754.117914620741
GENE162,923.409410448818,1113.89342351536,775.330837817408,1072.51307791156
GENE163,843.906021623366,836.639756345022,936.657864828709,896.833115925112
GENE164,849.748442267565,845.398285471615,990.752617823413,882.02708494937
GENE165,922.194570636712,885.734757005397,978.599092221865,1111.76179985259
GENE166,989.106138906346,922.334271049495,1185.63582016347,999.12276233047
GENE167,785.214671874486,859.555565941944,820.934693632341,1018.08904322164
GENE168,989.101797135439,801.894377056503,874.171444687501,1055.73414605957
GENE169,1032.9558031595,1043.28481624569,746.328003487095,719.99767185991
GENE170,723.015972556964,1024.72565775154,951.365066463958,763.649878583826
GENE171,904.562654585312,789.532945107907,906.407960093014,890.952741675699
GENE172,793.01645644481,1081.75168159392,942.613494908139,752.269337867938
GENE173,863.533837443587,822.761274135032,760.747687639679,848.790035402566
GENE174,901.306585393743,885.58157082978,957.554666576267,864.612800371561
GENE175,1043.51985228897,756.937182693888,848.031678750503,819.057829933318
GENE176,905.627123431977,586.766264368525,1065.4298607068,963.400459861273
GENE177,1041.60543773176,845.048189873766,709.95697964152,1011.63649311296
GENE178,829.190369187193,854.976425674363,783.390826436087,850.26155959693
GENE179,928.156784962675,940.060733059778,843.010578829842,962.761301805685
GENE180,893.606724010764,968.060220198363,1134.20007368042,860.0968365519
GENE181,735.422482854542,1059.1727442993,929.314314160683,934.831770669068
GENE182,757.670805773123,855.24206254484,980.243880383616,1044.93273820958
GENE183,644.450713563107,712.283515502906,907.765394025034,963.59475371335
GENE184,912.971402271935,990.221392969405,917.236398408622,876.385369704724
GENE185,1029.0984053741,833.361449643885,1162.73464221287,948.385323929761
GENE186,855.617851789107,681.542582477683,883.423053654279,823.113047963206
GENE187,844.654134049436,947.046993474919,857.984622036138,857.989886467264
GENE188,881.257318944196,1034.46816968867,969.976135059159,834.641425028011
GENE189,931.411310449974,904.715071173633,780.526127436478,761.545608889788
GENE190,912.389975966224,1106.63799030945,1097.10999673082,782.679869502223
GENE191,807.402012683061,937.291752916759,837.667199060049,748.330309913497
GENE192,909.397129934852,926.461414070473,889.852171878212,872.51711119538
GENE193,812.912754676364,895.701704162201,852.062433824547,653.182299894897
GENE194,961.711383605626,922.93822548681,822.8653157521,934.037773719419
GENE195,989.257356144844,888.440288849464,949.079089014505,1110.00372319176
GENE196,753.035253463906,1029.0926806381,935.175277936827,877.121539966486
GENE197,981.585005046497,1130.0603802789,981.357022361963,790.423084408175
GENE198,881.235687756927,879.035921256066,948.020079010663,922.329538209161
GENE199,976.249925696057,847.499754285209,714.753174210297,996.383377955596
GENE200,882.672563818303,958.041898161526,1011.57727072974,803.150306659138
GENE201,766.552562307681,913.969464458706,1124.93753335364,871.702003215918
GENE202,928.065464615356,1081.11074339375,801.945885924548,1042.05321431437
GENE203,662.250746672701,707.209321219827,1027.30714744722,954.765668992192
GENE204,912.447373045246,1007.70591526459,915.236781389229,888.90003716216
GENE205,1110.24966718347,836.154237803549,872.050536051408,778.973289299903
GENE206,882.825473356578,782.893578047081,908.429208109225,840.664716599871
GENE207,1052.19825919731,957.532221340667,1068.8309551245,859.865311964526
GENE208,776.251421342317,849.397534270143,731.393210391676,982.177671994977
GENE209,981.509754457663,1039.8546732672,1010.80875284646,987.282936675709
GENE210,735.596302940981,886.811846017345,754.785677291565,1003.44131495468
GENE211,1042.34336927472,761.461090611416,1001.09110729599,949.588444574905
GENE212,945.173264544078,1033.85844212755,1007.77281359176,906.162497745524
GENE213,915.554859076363,656.102306193326,1015.3312595342,711.160246492584
GENE214,898.267975463856,815.903332697839,899.283109438882,1136.74263394337
GENE215,896.631671839718,1004.81562006791,717.008859028218,808.504948007836
GENE216,796.936784924511,1015.06228447962,673.020591071723,900.467889506239
GENE217,848.991232252064,692.30522806229,1039.4504928827,904.462122972426
GENE218,990.029667716571,722.71167516917,949.25333443571,801.612880035547
GENE219,936.140462241232,790.457166187613,653.258553073679,632.954984109259
GENE220,1013.99414260877,1054.93471086337,851.329701507529,810.766813299963
GENE221,906.910019127629,946.52994351874,906.079171662118,760.010559631668
GENE222,965.104275966554,978.649384605525,873.140119982402,1008.59041744373
GENE223,926.135868378309,937.875537430127,950.103019522492,797.63867264668
GENE224,880.508426067643,805.542535658754,1012.07132225549,1075.29593698769
GENE225,852.549374779736,817.590922200995,864.840387629456,1040.13776086739
GENE226,908.643678939644,928.17222532682,911.644126412466,761.836188178249
GENE227,797.784954485151,729.273768172105,601.379047523189,856.539528123536
GENE228,803.262882456656,1188.81004867069,1002.70053808823,924.025468252894
GENE229,878.124178706346,936.094211065233,978.081652549876,979.645370030898
GENE230,1005.64607905829,851.698939192815,925.270506539149,645.921051363328
GENE231,850.709394325977,920.375419864566,958.478712618095,940.037626930552
GENE232,800.231916432419,897.682555286398,902.811765930309,939.963218140662
GENE233,969.901184847854,1058.56629231993,892.246945658557,991.074390582577
GENE234,855.099570242038,733.35824360412,930.156585348954,968.024797843914
GENE235,863.947278128528,1094.50008227748,917.473582021041,977.266885703688
GENE236,848.903634773829,1007.49883515976,925.254809421132,1108.13020391848
GENE237,857.171634967601,828.199686340174,818.323229806488,1039.87559760203
GENE238,920.707328022236,1000.44239860484,957.089378282152,840.517664830782
GENE239,829.412473476525,962.044293633979,1034.88922286045,885.764626945985
GENE240,1020.65631619245,960.615945581494,883.034250500274,841.542318817692
GENE241,795.893387597567,783.3940584267,872.471959750721,881.296662910606
GENE242,701.122539655398,850.324495622841,831.44389061214,719.394818836484
GENE243,791.376241142859,954.748228232422,1026.17309971225,1006.10165049288
GENE244,963.51129221781,853.877837292572,842.112835772469,883.243884174139
GENE245,852.870397833525,865.029069334655,944.661848467704,983.605080246485
GENE246,648.490532833373,919.296707421235,845.899457993456,880.551945982675
GENE247,886.068955501661,1023.57863541778,721.75638105283,1152.0625357188
GENE248,770.224614321834,960.782848239521,757.943011000355,946.09711259595
GENE249,863.952418556443,882.643879775197,979.421364878594,822.24182800785
GENE250,911.915358400706,906.729676470051,890.025902245015,797.369651919034
GENE251,810.991943255555,941.778773693839,970.568601332394,749.201837360623
GENE252,1069.54202741842,736.402978199851,877.182576961121,1023.15225188546
GENE253,880.561846760724,884.892794722908,885.371392346094,854.187807620989
GENE254,854.314063234224,894.586329295285,718.477718274219,814.450350104964
GENE255,869.297207185605,947.747459690789,832.837691785716,856.736541174975
GENE256,970.879773133004,876.928152076751,847.24175558268,819.275142583543
GENE257,850.171752948116,729.479281414377,1010.44063407898,883.159928951431
GENE258,946.184863954235,1040.03666678442,840.783712124095,919.940821456042
GENE259,873.663779908915,790.055981594428,955.183133119895,1001.56757244112
GENE260,800.84881817849,1021.20479473812,994.665720325616,941.269784195685
GENE261,806.701331984498,921.909865738919,818.253022861704,792.543077994973
GENE262,1052.1728183454,1045.23277086484,821.101576160903,1074.45569728666
GENE263,654.519734714598,980.846685153243,925.962608696316,884.91250933941
GENE264,689.104670589507,951.178010079095,889.433203846531,784.545233162857
GENE265,885.71997771452,1003.68679742618,806.09524109093,888.630415310347
GENE266,989.916018849185,829.045450800602,811.093944186222,988.88094878653
GENE267,1051.10487604768,943.415082745439,952.393467743769,1000.05186638843
GENE268,945.193695091001,909.23109828818,738.667205628213,829.756731534905
GENE269,710.332401674793,935.032289633175,1054.50713206333,898.629639676093
GENE270,959.663338908358,845.514806324906,786.682537062139,887.35621220211
GENE271,1114.425872899,885.484757775624,745.087724140788,898.374295645168
GENE272,765.729334658464,938.559601596153,970.216955552085,1033.27936806446
GENE273,811.513154988782,771.639996085502,748.782211426147,775.710346243195
GENE274,955.982186299518,953.360771044703,973.619492704449,967.364247480219
GENE275,884.971610158184,798.58246736844,881.079281031623,829.4287158095
GENE276,835.699947102973,862.321203509535,1038.15857524463,982.596011372411
GENE277,1091.15596872727,836.061229431868,805.837472284803,847.88617189644
GENE278,867.363731361255,705.000017421077,835.488156423933,842.797464399904
GENE279,781.247645320289,776.658405611508,995.07922928805,837.295952592557
GENE280,1099.88388509115,913.865136866322,908.172543599482,882.345919550073
GENE281,794.298725764898,842.920182171947,1033.99199393372,876.025591073558
GENE282,898.763725380254,1027.68919284331,1047.64535823848,852.595388211801
GENE283,878.380896287817,840.262968549896,819.244495301309,961.055369114352
GENE284,691.421001657224,722.643741439806,797.365295410277,985.970475287254
GENE285,885.026518478037,875.246374392504,950.223438974886,747.613004899424
GENE286,855.701070360006,895.657450018815,692.77396280996,902.654853038303
GENE287,971.968159138759,921.952727849005,1012.23336106596,649.917231457025
GENE288,779.982222399842,871.617988519227,1016.61694956992,1007.49114739574
GENE289,851.784525382479,848.567925998642,946.321705854031,1099.60461649908
GENE290,866.895508706434,804.497637083706,827.180815273445,977.652411426074
GENE291,1004.23320037935,1089.18085430228,962.577540248402,975.966143595026
GENE292,967.226430858799,930.065129904453,817.770233650981,880.260896237906
GENE293,843.866411604157,846.044866061757,959.258558576013,1269.58241286743
GENE294,855.655375910699,792.860786151208,869.327362944784,960.735930571774
GENE295,930.341461612268,886.678481696726,989.042331702713,853.374548386542
GENE296,1019.66858628404,834.45642956741,1033.524252971,1001.8079233273
GENE297,896.104326873849,767.482871282557,836.397406126145,1034.4564287954
GENE298,849.19556710754,785.854021485794,850.738041581811,1030.52275279793
GENE299,874.828981342008,850.308301803645,874.688693441274,1070.18224354911
GENE300,681.667771144215,1005.55680364431,970.35994800514,675.326169932652
GENE301,929.773154508593,842.759786439929,869.783933097708,796.990111502656
GENE302,808.682418423408,852.107572696608,1010.35451629242,1026.33981540984
GENE303,906.658521937553,1080.21040261409,797.363980529365,858.872083428831
GENE304,915.177342369386,869.100313389657,815.132918183089,957.471122537509
GENE305,845.157047402777,838.999669631644,918.909254208053,989.450450804437
GENE306,1013.26743139409,949.082379957515,1051.46415751584,1017.50076455129
GENE307,1060.45876810193,887.703424506008,997.903579433238,823.534807811051
GENE308,850.869248831723,820.51135679383,851.829641420989,835.359121051507
GENE309,899.31596026759,1064.33907191433,969.873062483623,582.865183471471
GENE310,924.33376043133,912.941328334231,1112.54659101325,1055.43207738114
GENE311,911.330352761264,946.653338638182,1110.12612767622,768.138308885854
GENE312,1045.50810135123,704.289952088783,957.356603296585,921.228539859861
GENE313,775.682866970589,978.16066005758,740.22979664819,667.341471746773
GENE314,1047.50976800644,951.03923046935,924.200441053276,1047.19045048706
GENE315,759.17099848932,832.048080267726,743.782643749357,966.431970073213
GENE316,904.98671674417,862.08472166319,772.289005507001,1008.03708126454
GENE317,957.114985115947,751.41396813861,989.076922219334,846.772089363186
GENE318,871.843408719194,690.75030748541,768.127668366948,810.893226710942
GENE319,935.245513906401,968.608597516932,823.168676846872,808.763246178472
GENE320,985.192524210888,1015.58911397041,936.078505420151,1078.81983825247
GENE321,824.506068113958,1017.18543105995,852.817717870248,982.307254182215
GENE322,917.243512589017,975.167267722107,901.738022168844,884.057423529577
GENE323,814.178954819751,1049.09452212474,818.134582503176,853.733106789072
GENE324,968.707829547884,947.325848900148,838.321720017778,981.931922337229
GENE325,1076.48318731393,886.091606615179,1019.1093574958,919.871581388192
GENE326,682.880242549298,769.082213271991,996.3644357544,969.322933847888
GENE327,875.797331860801,808.090878061494,809.397722707808,848.411720017418
GENE328,988.161759313401,942.842913669841,932.891784360719,1060.65885807887
GENE329,1037.85733426212,916.973373569421,1030.01876735419,1072.92610272395
GENE330,827.554237641609,1083.48361457295,927.052496653467,788.556284124946
GENE331,908.833792788456,896.144150035974,866.240550261487,713.053967131802
GENE332,932.672116901703,983.86722885996,1095.04899910852,1082.37974267956
GENE333,635.155590909623,972.327023905487,983.057458724579,1042.14854402472
GENE334,948.68535995436,884.635590965869,1083.74737565575,801.572394766828
GENE335,978.531861322136,901.556505470108,922.962987690934,1056.94313233009
GENE336,765.112386344549,989.84587398533,810.243609504496,979.745764883202
GENE337,844.925347357844,896.147728649646,941.518871146605,1137.29369636707
GENE338,702.385533934573,837.30681004704,898.082973417816,586.870540245284
GENE339,792.37920216978,844.614224120182,681.293500207795,844.395669254358
GENE340,739.055832647292,917.984867302221,745.387591258692,966.871887271872
GENE341,919.047460910161,1008.93697938563,1055.64835313158,988.025112146668
GENE342,846.508190251983,1013.74200747432,1115.85024042172,843.423928728424
GENE343,837.655137987438,1036.62791821423,741.574588862128,926.079992332783
GENE344,901.389304001012,947.617308767396,955.415247459301,868.072347342639
GENE345,1027.17020015939,880.884438990852,919.500021993512,827.528815536584
GENE346,847.47421935778,983.625721104066,761.869827299318,993.206399041901
GENE347,754.478738957804,749.218648192813,876.872074501446,902.737695442435
GENE348,1174.56848097736,752.790672302007,865.571679454229,771.288138917982
GENE349,1017.89014773214,1072.65155481324,793.077173945923,1038.59100113927
GENE350,795.125071773629,867.543899946006,1050.2132642923,930.882356098019
GENE351,820.168204495876,869.482823068795,678.896718868672,1067.36166336522
GENE352,912.704034157782,1165.93813975833,730.375791886577,1065.1015202435
GENE353,933.192769270405,1028.99609285086,1114.96615155764,884.080758205687
GENE354,821.160065820881,872.779856507794,806.41054458598,872.308481711677
GENE355,673.163923409705,769.093931157016,935.146915911721,962.621127692869
GENE356,860.306611200216,1062.10789796886,771.369601206501,1095.13392403215
GENE357,1011.96886495934,945.125294604445,885.146644757178,1038.46057860792
GENE358,943.660743739185,881.635209639727,1014.83211445694,849.182552778568
GENE359,946.346127627898,874.357958684721,1050.34880471802,869.124836217632
GENE360,843.642467811332,963.442338169712,827.327495876457,974.234630336103
GENE361,956.761145618439,799.233912265958,808.435418405656,830.572582332892
GENE362,805.287139835402,1020.02604411051,875.321855547983,824.02515068801
GENE363,932.48887337608,862.946917528535,807.665683179179,982.69265131797
GENE364,933.184358283407,820.050776509244,939.646804871697,845.070898308289
GENE365,795.208403613786,868.859919515247,1025.30967832887,908.856862175276
GENE366,938.118927033883,868.531342200875,864.886019924054,928.713395386691
GENE367,887.971542644354,944.197986905608,989.961350309562,936.887026599758
GENE368,891.448782411355,936.14846915733,958.853232841359,1035.7950989768
GENE369,1117.21734926802,909.986041254138,926.373027642078,887.727680114558
GENE370,930.320049013278,880.084922856184,950.20938180732,704.688216850828
GENE371,820.848893266225,958.36974835235,835.479603439576,806.19942257831
GENE372,904.668488009706,666.065457165578,963.465684795128,1042.63446084251
GENE373,871.554123764086,925.782353378051,947.866999690055,918.602240800001
GENE374,1006.49818535181,943.52701261753,777.964031179544,806.972143443002
GENE375,785.635561621952,904.32596376841,834.10871372457,1018.27863416454
GENE376,525.419392394191,1041.85282399279,1115.91911539561,851.83449472992
GENE377,709.070020556176,996.851131624273,986.022237843429,842.687171187902
GENE378,756.514000156145,752.990099852235,869.97290935205,1051.86739694663
GENE379,969.78895311696,1040.1499780243,1045.64273889217,995.673212757872
GENE380,1030.24830335729,824.387849787818,987.31334057615,1018.35254725164
GENE381,948.855861008463,760.805383992467,739.201241064238,919.968503446271
GENE382,928.079413128044,1209.17923231949,841.971089690776,1004.80521764754
GENE383,723.096921711235,762.861429876763,791.597340564054,1053.89080822008
GENE384,886.771248553619,1052.11331395187,939.505195535594,707.909338373638
GENE385,866.208500172762,732.596863262791,909.484004850651,878.406820110385
GENE386,1110.55352729907,793.989045385689,960.996366801044,836.631360296194
GENE387,830.361145594345,607.510244924693,1060.59543174268,864.063388207457
GENE388,738.036867849299,904.742933901076,866.513164393256,1121.44902870828
GENE389,936.424587965854,1114.07301084259,724.93490089438,963.447219240397
GENE390,1097.90647960504,934.390048949442,691.392904737163,914.146674866253
GENE391,942.205230231303,696.543787029098,909.06048777049,1040.74380294874
GENE392,866.546472739301,1002.69129939466,1083.08627069787,897.73588226259
GENE393,1102.96845961401,650.348800466322,787.512833544585,811.129232025714
GENE394,765.145943892566,832.838736135969,1066.83479315827,946.874932473874
GENE395,965.98109709336,942.191105103537,924.784073099693,846.27682487779
GENE396,875.296242810581,1080.51541315017,844.70504540684,748.00669780569
GENE397,951.515222245687,982.049500211335,952.870214520584,917.833540050303
GENE398,690.464773135138,654.913630410758,842.061384625892,991.034592979308
GENE399,1161.34665071776,914.408048860423,812.103933307557,951.692761103933
GENE400,1151.40500238732,951.088704933186,915.035074746254,1054.47609007264
GENE401,899.724796062634,908.770399466618,586.335500325778,809.599311673506
GENE402,896.033718725345,965.413616676223,776.973009120916,1128.45641756863
GENE403,1195.83327542436,1083.96187122698,921.301731131795,861.115308155276
GENE404,1016.50196623273,949.698375079702,861.249125282698,757.100133379718
GENE405,1034.60463605681,1070.77291559587,939.878414181966,732.957959815326
GENE406,866.412313410875,1002.08266476245,961.562996304162,904.662365472365
GENE407,1094.09614937035,808.126014952299,675.49523482695,757.04409507342
GENE408,1024.59601537195,1127.22341361011,900.542758585804,1017.88838669734
GENE409,1066.57992499927,965.510302541706,1181.13166526059,890.884302849174
GENE410,790.706264744279,849.88979107986,985.707239053326,986.957224617028
GENE411,969.678335607907,813.590035527454,1131.57725695541,752.519244434442
GENE412,898.260528569701,982.777975413665,973.103931028278,1035.30919865042
