Genes,C1_a,C1_b,C1_c,C1_d
GENE38,723.852586536325,548.599040959971,864.478964856756,425.316561497182
GENE39,503.072821645066,620.783849704501,836.025175284391,497.429401686871
GENE40,607.431006905532,843.707507212983,781.835140597296,359.484362374475
GENE41,575.391939023653,1045.59008213637,880.853249146406,601.143782576384
GENE42,584.676315560825,670.677458221071,875.047501435779,794.864686837627
GENE43,686.552368160024,647.070551611113,703.411624336122,630.93827836146
GENE44,652.830422225168,674.934885794392,618.92967762272,1102.38265829854
GENE45,529.685788347855,573.217710023217,439.863101194379,644.181486325025
GENE46,881.228842407342,1064.88730134897,886.341501935589,549.334843548362
GENE47,584.495704635218,704.124643943317,909.800046051209,701.373607111383
GENE48,845.226990885212,575.614484298389,541.285615893445,851.897279176058
GENE49,923.491017867188,805.06079104226,638.094142748186,779.65806554033
GENE50,460.179049459298,704.308653019125,672.853081825104,613.397061759041
GENE51,881.021551449181,669.779976906259,767.353501444666,831.92499086382
GENE52,781.666543672639,761.631703938364,704.299458516135,485.446783658239
GENE53,731.923160295204,808.899724853648,900.415671181534,847.965578858852
GENE54,809.926147323722,608.981580568084,744.143608548917,927.198545328192
GENE55,403.503975779952,580.568937461141,973.632737487762,529.275986631771
GENE56,1111.37213534262,647.139580447765,544.117450693809,847.808422040394
GENE57,749.687145362311,522.51927639546,643.670458716845,514.112495113198
GENE58,688.751726815789,646.80925037177,625.702999708704,884.161064951767
GENE59,776.282687308606,809.424714916769,753.24191494859,831.655071628525
GENE60,750.271160489137,937.022687650583,909.059307500707,808.534916595165
GENE61,738.269516840344,764.832637292611,506.475858820031,685.313462548914
GENE62,640.635504558959,726.686927997651,663.363058405589,779.700433673743
GENE63,628.308138256834,874.565337530616,404.007915925214,845.781989503845
GENE64,735.357702827111,612.301335820413,891.791907135952,874.594967583586
GENE65,428.949635337379,925.92797367767,680.999970369645,787.296746286565
GENE66,825.49244200114,786.408204130588,600.654828855814,888.930504799824
GENE67,789.874577426572,828.020647231152,897.355863150498,612.508612546412
GENE68,656.651684137026,714.734894442529,579.584875882012,884.183384041597
GENE69,774.527980412819,815.05609697431,673.638005682078,517.781279143072
GENE70,1060.06403390429,463.248834178114,935.818369177732,927.082195477268
GENE71,686.644924515887,856.849540242178,650.522299603826,487.681951999679
GENE72,932.320253155665,871.151376004901,743.145221189929,518.077876281928
GENE73,729.799148917791,840.055486519045,1041.85545347582,373.44597643196
GENE74,861.122201935698,766.436475701284,466.353961139772,658.08236248157
GENE75,681.530601014324,526.63090735825,469.362130793844,782.339643854364
GENE76,455.669778401491,621.637885224958,685.820716983382,746.105817705051
GENE77,644.955436779817,926.989441158793,829.642746774162,802.621234537035
GENE78,724.154410542632,727.149917849929,814.382437658688,718.183882365915
GENE79,671.09243214271,517.199993621895,575.038009012188,886.145361185035
GENE80,970.906128030037,614.177129177711,614.234148708868,942.194212492475
GENE81,688.324896739993,689.68284522666,684.790508539626,593.369268135774
GENE82,846.034874817028,680.599454613369,824.652851467189,760.371338049344
GENE83,660.77357212483,697.383791208092,959.890848589509,740.439891975978
GENE84,621.616034100249,310.648390716568,864.455939229359,491.020929285578
GENE85,774.708540751293,852.030087936135,639.416855301125,854.143113473068
GENE86,558.512742777897,490.40867789807,578.674022881591,859.861581040921
GENE87,836.114003110393,801.986690392772,822.285951842228,435.943007864039
GENE88,723.88143283628,810.443040189879,893.392024099307,941.622161252156
GENE89,674.087839282578,711.87768915682,512.193853146324,560.429976618674
GENE90,556.589348077737,720.434940787306,641.291209219439,796.340691657017
GENE91,386.041827464147,570.725376624667,771.835740927106,571.974966764678
GENE92,725.184380147701,476.42991991961,728.749525248706,468.343465559238
GENE93,733.191383567002,577.809411871617,694.021807443418,675.665490043359
GENE94,625.821362605098,637.815906643323,481.815989535223,668.474304682287
GENE95,881.151865216243,1019.86719997321,766.240998706353,711.347209363814
GENE96,798.036683504629,738.346894302981,867.886198537923,802.885855993251
GENE97,881.121324256433,706.683416291151,702.553053775075,636.50036724303
GENE98,513.981989926604,514.140647282589,746.135334524725,761.515527659411
GENE99,731.80544190074,783.93281641474,603.10994758699,770.102479376533
GENE100,1146.56584775645,665.767613886596,1004.06507522621,733.406013645259
GENE101,917.236581417854,418.620098982009,734.560413659893,710.900555587167
GENE102,484.720656285002,792.525987158969,949.818658190877,769.757599128512
GENE103,950.137426180462,961.008300509828,572.578065689785,1060.17522463308
GENE104,694.874372057756,960.647865120168,596.110954291137,484.175262424681
GENE105,513.258889537747,823.105796924318,851.67162931302,737.280433232447
GENE106,678.170575661965,711.258553598605,985.963858482815,752.433056180877
GENE107,884.793488141432,628.631667914541,571.692253694388,887.050578157289
GENE108,590.562565607088,887.428169876494,782.826877661665,602.274820028576
GENE109,567.47081551987,974.311061583268,835.284682382412,708.140439666949
GENE110,676.803658535107,491.185780761346,737.213503790647,858.942678515888
GENE111,681.784204116175,783.172673483478,832.137310595905,699.675449661207
GENE112,694.196206796087,566.215217837068,717.487588135778,594.157293049096
GENE113,581.97604067486,367.837683889017,759.492938460947,500.19662981406
GENE114,757.095292886335,471.184276101773,641.14891474034,796.676620068342
GENE115,752.182809875737,589.033875514463,690.16886124676,968.983665021785
GENE116,906.482859852699,774.409386510394,682.84368481487,912.967021015691
GENE117,862.576110369518,506.589876051229,881.887951581144,700.019154756644
GENE118,771.704684314027,747.791057642107,850.661318440975,768.55378695424
GENE119,412.762786474955,699.963890494992,778.1316856525,880.170670288077
GENE120,919.17740681965,461.672076951479,655.115089112033,704.392915832381
GENE121,871.032186749497,491.190088893099,565.623344196597,769.485867363137
GENE122,815.299508886064,733.655769454747,728.900926329532,660.136471181932
GENE123,761.264047222726,523.968812988533,658.983092710962,551.114107614292
GENE124,411.455646997088,590.068677353256,832.051247487818,880.757245481246
GENE125,673.076232191872,536.411722514506,821.649585398604,539.440602541788
GENE126,682.490635221138,432.682497829114,736.764652469676,809.156287845447
GENE127,1003.94962049677,469.036045229303,673.666797473579,574.734092589644
GENE128,443.786774804484,897.723709899766,469.108525703877,635.769396331624
GENE129,861.410012315145,975.183776128018,729.889356874932,670.43331165592
GENE130,672.665163376519,507.049590144678,680.889506701909,792.668135432991
GENE131,755.255040187599,453.08870080932,621.846041963156,622.078451982013
GENE132,632.683978370089,391.634739207023,1047.48797160016,699.423978688323
GENE133,785.035537106418,602.850304497289,662.046933450032,644.986487305804
GENE134,943.02269547987,923.09749595909,557.73171092269,717.597168407427
GENE135,753.390435206386,858.8083735971,669.844494130855,1002.25196821237
GENE136,529.953113901653,743.747256091351,761.641624472405,821.346394040899
GENE137,511.843630492699,625.532633475518,591.132606053196,733.976541518138
GENE138,604.437655088818,722.656323320301,902.166202664279,691.462995868298
GENE139,799.949831656727,425.664593893867,527.524112883555,664.543927546083
GENE140,658.843187349436,815.514062616762,689.317182752288,749.365687137675
GENE141,466.200810391439,808.534349409819,1120.14942180213,652.305918682729
GENE142,961.265041208837,451.419980108308,900.494389143222,421.695136344099
GENE143,495.991294599978,493.124571737481,610.934137805734,667.552462191239
GENE144,788.420379252639,868.25202449663,775.970991756806,875.594092721602
GENE145,597.454008121936,947.647311373161,718.395869730938,536.337687884835
GENE146,757.114554741119,589.794610235269,689.654807810441,820.283005751455
GENE147,840.868930173777,979.757929610261,593.338760844025,497.22153583476
GENE148,730.881474328267,714.410642951539,854.16077448603,695.364904519864
GENE149,835.219832094325,502.515141133555,969.661451962446,696.345489636342
GENE150,675.058153455917,623.641697967277,651.985979838957,850.172847044311
GENE151,768.41249367747,822.681501076368,687.531288456932,813.932238677513
GENE152,357.648244813155,829.500975926324,658.599867162803,721.417957779247
GENE153,486.51750120039,485.326399608854,421.383078498769,965.652608603481
GENE154,386.780761283584,670.060723889413,968.205901620755,592.557929298836
GENE155,730.25691060911,926.107855966993,756.401391155016,806.195899816588
GENE156,658.834310429624,725.829977475833,626.364087085224,608.86602218136
GENE157,577.585919726047,699.904540276845,645.508369456319,704.034797677273
GENE158,834.588739577653,1013.05316323914,475.693335912568,706.961911603609
GENE159,637.392840436077,762.430531088288,590.092276693943,532.10620427031
GENE160,843.644119602389,684.522916336386,918.317853035631,934.407577487579
GENE161,620.637221390319,899.954276975067,833.324071013562,1018.28192790285
GENE162,666.27965731659,785.962484467988,598.746464898327,909.166255679634
GENE163,710.443549475611,687.882312496349,389.652929121026,727.57987322316
GENE164,455.448043508318,415.05596871145,781.986088200102,735.457319273098
GENE165,785.791712477704,800.921453159167,788.686145243253,986.69618517204
GENE166,385.457889380639,522.86029218449,695.580909668023,938.970370424066
GENE167,595.891944394675,1088.53173616173,789.851971458584,837.38211329317
GENE168,643.268119260255,421.542774972879,503.176424407352,877.184301833918
GENE169,475.824773656643,1031.59612730031,738.991682270434,921.925248934437
GENE170,695.422566607494,757.865719972141,717.725937110256,486.168062693045
GENE171,634.137506113782,342.207560290429,466.920130931325,729.574840191543
GENE172,689.935241671123,852.457270254677,942.070324034109,997.706368422591
GENE173,916.969879321393,756.730948046621,808.264524106056,855.885631250694
GENE174,847.504730846097,568.90442149745,788.14707714559,837.256758373502
GENE175,834.930462253396,525.820042368603,894.771284341488,665.993819316814
GENE176,501.205624758722,730.557518297621,657.885561585189,629.129239898271
GENE177,886.224903859737,690.350442403811,948.569748975839,967.826864785989
GENE178,654.26902952889,737.318925947804,599.875519432119,755.848488954354
GENE179,479.769212678422,849.266276150128,587.249144552146,819.505517867098
GENE180,482.278844124902,489.090040192673,767.881910728077,907.162680378491
GENE181,633.047554764284,761.230460764169,746.025750489652,674.715634265326
GENE182,973.799244422844,555.775783036762,720.995360219652,532.781533808597
GENE183,785.456715516588,519.279205948658,692.345447008064,800.802736698276
GENE184,702.664554765209,875.2404967633,995.047473899966,756.311126602291
GENE185,831.494393471385,455.625390458767,825.314705657211,612.456101454147
GENE186,704.793673506584,337.215193019876,767.974736897141,565.560115903472
GENE187,654.38999782395,794.744892854984,736.293933079703,776.372336122369
GENE188,710.060311477172,716.156476810147,731.170707658697,732.491554031184
GENE189,712.227928206628,674.943747208626,500.026718426852,553.704648176551
GENE190,762.712057386817,566.79511370809,648.439459222565,555.674614201159
GENE191,755.461917547465,841.265113570498,576.271454221396,909.132746069718
GENE192,632.712577418867,713.674146704834,760.867009505179,554.622707626397
GENE193,838.502605627542,770.368352076633,933.149443780057,730.798370151919
GENE194,806.279615142024,762.18874509142,860.898824803993,845.835097853427
GENE195,571.307681754666,672.287527482737,554.401225205948,948.907204267434
GENE196,357.043723583101,704.788268369919,604.925736324492,634.770907935437
GENE197,1021.85762177181,516.304994218106,701.13251771996,547.897815812062
GENE198,666.512300358334,727.530857168925,964.597254501205,353.007217813209
GENE199,294.97159965027,683.817726495088,777.449576581504,966.101154762559
GENE200,544.108400858363,676.069733364063,437.38834454869,770.698602312727
GENE201,703.352806541305,697.724490536035,668.278395459771,603.730820967554
GENE202,645.789468405109,879.463705087732,478.239656696414,702.124104236416
GENE203,741.596283048383,512.820781993421,791.916482802042,649.769298121689
GENE204,819.543512559522,696.507919996007,855.498765459427,551.414590575822
GENE205,530.815315042553,706.537452895979,685.188736505214,793.128638050881
GENE206,592.951343910056,912.039038735308,707.935312249214,874.75003995247
GENE207,600.794130110186,639.542828712203,682.828708435527,599.860268798354
GENE208,515.518641391063,1029.86427552063,703.926114746944,423.613917154093
GENE209,1058.48001653356,679.214623370707,519.987537083714,916.168700238457
GENE210,813.676702855132,714.652342165082,677.204941796269,741.902117342643
GENE211,639.533189775671,577.229688311284,527.171055056607,654.35696871028
GENE212,1039.55058810162,553.904809209535,826.995499373512,679.328868850727
GENE213,809.662791976731,535.051718931139,916.799720295491,675.86401551702
GENE214,626.121942847902,613.814920016473,787.084034037473,970.127278862206
GENE215,799.162018889879,884.871701817483,797.282799239442,706.897741186504
GENE216,627.576648638246,754.787301753103,832.448681270143,698.277903345788
GENE217,613.389334108911,720.809246594364,762.24050080256,722.159181055995
GENE218,777.721875286948,899.615355639589,782.265278879694,672.267442535534
GENE219,756.005937838979,903.491331750518,659.714254501873,562.884321553121
GENE220,693.543982879793,832.545930074047,843.484488933813,737.846497803748
GENE221,893.359462850503,688.100187400203,667.769923849077,582.982801178631
GENE222,780.083509592894,922.44850984499,601.892185355521,245.695000615169
GENE223,581.071391376269,637.052329264862,516.513555693753,857.466239525295
GENE224,735.806114445813,779.995188593801,533.252244499979,525.018218071518
GENE225,891.498679188526,825.350930015876,826.640584538631,603.371479490791
GENE226,713.4411145003,777.057197584304,708.368606302585,1024.09655527619
GENE227,867.346853705213,845.354903006311,814.17070170284,792.327771606651
GENE228,741.78748661917,982.478485338709,809.980521083942,651.562825874874
GENE229,603.762854747756,680.783130522082,820.077022067385,743.162820467832
GENE230,746.339587022089,587.038835239023,974.43324791135,695.421532427408
GENE231,685.64908025665,410.70456306794,726.782880009273,644.250170596351
GENE232,934.463086916044,552.663766198161,625.373205797181,982.122438364482
GENE233,485.422049618315,595.739240795689,942.831892781204,580.235142508831
GENE234,655.019672542536,664.925128061709,711.993320891694,559.910133612126
GENE235,1025.24691916041,865.778694958157,659.716179428816,701.544933548782
GENE236,701.119930544989,629.883149820866,564.304155024341,591.528559862079
GENE237,718.167543968761,699.697114801233,1182.97989632209,771.04253595965
GENE238,686.966810780681,1047.54514405248,554.62926794642,852.255474459483
GENE239,895.286278027938,776.549400069904,818.545793625387,570.155875989802
GENE240,594.62803423044,517.321542878589,530.934814851521,777.81197758423
GENE241,675.566931232761,541.657281356465,612.319795976098,673.568362787133
GENE242,702.353440622582,528.024990481212,907.209674920497,831.371799938941
GENE243,408.53789930998,893.638732141412,866.789905885278,707.585586973541
GENE244,553.427428303061,821.483071994726,781.056940098744,664.953726959117
GENE245,540.106601332561,626.591002694743,770.333926069591,739.800132593051
GENE246,687.586584445098,664.005262724388,746.070594700231,650.729974218159
GENE247,754.737250188028,1245.83319547097,748.322901919394,924.217340627953
GENE248,926.038812937079,468.943801157377,712.240239644518,814.792942430523
GENE249,272.224599284973,435.40521075742,520.601343871243,872.768740256657
GENE250,751.942533817268,644.147752323153,538.415681502845,742.238398591958
GENE251,652.639616644426,542.159067120005,772.638157487224,760.019097032086
GENE252,675.831723978447,642.620346376578,708.146726963501,822.18363586707
GENE253,675.698075978687,786.095826504696,621.886514034118,742.493854858303
GENE254,631.478826699079,624.704172376528,347.335632443736,640.267600515813
GENE255,657.202962109263,681.452739187081,644.116667944936,993.004943254663
GENE256,997.576716679293,967.174586522279,692.781594829881,671.005790528389
GENE257,569.565194825833,737.710499159532,803.933068324737,704.276392785919
GENE258,818.648891960601,804.053849177898,684.764607074218,450.943854818965
GENE259,934.154885572172,708.254194578424,536.254017669608,393.377028468278
GENE260,742.607843734222,953.666647603843,568.533723602192,551.794269347424
GENE261,540.722971273277,697.166145843618,643.710163615959,789.42265040686
GENE262,644.57415501932,814.402242304843,1094.72132418885,781.747837935587
GENE263,706.36904777432,616.714895092899,804.40674371229,711.267180867894
GENE264,912.022707083854,889.71303993813,745.569152346877,842.4281805374
GENE265,506.79467069618,726.260082190658,763.432362068277,632.898506352717
GENE266,598.785808694583,812.251340306569,648.794662822861,590.444423589035
GENE267,639.821169265498,852.436509963648,395.370213196633,743.148458189632
GENE268,951.047816292751,663.015457992887,566.432177643718,1000.24570415777
GENE269,706.212403233899,974.574757500167,976.433448975326,324.619705500906
GENE270,531.355430980364,766.953047941321,587.484465191271,788.143645217474
GENE271,804.573481199265,255.776117314205,839.520074739678,658.395677608357
GENE272,502.172158666864,715.455905441896,769.361254449833,717.213379548399
GENE273,543.462397594282,695.694292473817,512.456203182893,693.312447108727
GENE274,1068.59094636798,518.741451769116,681.325586250886,1050.93089744982
GENE275,713.0937057561,718.214662766913,867.666322388002,841.061203025985
GENE276,669.719960874685,905.172978558667,632.379768896723,849.72526778385
GENE277,897.353124796719,661.889085852372,950.938307463123,779.256356620201
GENE278,719.375477577273,706.041175521007,850.692415408767,565.304840392864
GENE279,771.972585515361,864.449272451519,917.28898510926,528.797825271433
GENE280,721.990624554748,493.612532085473,826.966633337214,684.361305757437
GENE281,550.472848899499,867.358613247178,589.202454379813,464.198964754218
GENE282,661.032284218183,608.256858046192,787.059476303879,735.721106876272
GENE283,745.721299672094,475.800987295073,627.576720100069,881.849381471731
GENE284,805.423008834862,757.88217529678,540.280391563993,679.975708350774
GENE285,524.946132692291,776.461807449161,575.897285703264,460.801067103013
GENE286,722.153648141624,768.693456948028,753.299016868889,789.351465890795
GENE287,573.057131649826,569.537397294089,827.359523303055,855.848743140937
GENE288,878.308422319033,464.716394472902,567.910708154037,710.621000165649
GENE289,621.724561914692,733.835900857843,984.281103369861,640.601114262843
GENE290,516.864916126231,606.187016365877,896.782217079943,624.617340033621
GENE291,745.260988454384,592.937989495438,563.011738506046,704.390109610096
GENE292,833.394102373122,685.93480460535,719.551043410964,600.074410557749
GENE293,985.122206848529,722.150318161761,807.61408677658,955.939892337417
GENE294,597.326344267922,678.293924401535,979.798494231855,467.939101177894
GENE295,593.610422091353,794.29283893956,841.874414016702,701.534655912721
GENE296,565.77895048005,938.827906892902,659.050505826872,680.878437533775
GENE297,513.152716556157,964.225150468866,537.063580791981,530.508625001496
GENE298,599.263001041768,794.585205067895,904.055236905254,698.409185075279
GENE299,616.703072845224,702.038725537392,836.50753566932,586.439572439893
GENE300,520.63401415846,814.142478551664,443.866254788225,689.375496903444
GENE301,824.38851132429,593.39726945815,731.227696700702,910.335071980498
GENE302,438.229549785294,545.679031478512,549.393692809608,758.343434015951
GENE303,693.657012873968,812.526890280425,542.578455149922,523.864435894565
GENE304,888.03274907538,330.42947064056,430.807562055633,632.013176305921
GENE305,725.357935784658,765.63114273316,503.999264568148,401.547585233614
GENE306,559.195676194151,631.696249143726,687.996869273642,739.056127559326
GENE307,657.801697198632,605.458201521681,446.866028571001,666.351238894916
GENE308,799.782137401902,834.488304444139,731.246842685399,318.502578263401
GENE309,1060.54840692984,360.355828873614,806.589645979133,612.172728261794
GENE310,852.675439701853,774.046909164026,752.22180801026,429.255677406453
GENE311,506.426161292131,300.959015714669,666.795476719054,470.925549710083
GENE312,656.646255293811,815.174433097847,802.605456565612,709.309737203155
GENE313,523.797202438062,460.79049329462,933.969830037056,675.357658853689
GENE314,630.839449645273,943.477062832027,519.805215647697,611.888390910937
GENE315,579.926881446929,388.984969595264,674.367603278295,556.827123768067
GENE316,648.318300014798,480.570315974206,934.466989094221,464.450537895066
GENE317,878.773171588461,857.067244009909,1016.47118436722,667.740463916366
GENE318,781.913970728384,733.211646195481,496.35922505304,838.280585727056
GENE319,497.291119568567,540.211342251901,801.2154456131,679.948385777863
GENE320,898.811370716317,525.227038690778,762.607044933694,472.590032991928
GENE321,515.299318142403,986.723282021563,470.696808951378,592.887525112865
GENE322,710.646352118907,764.270691549893,907.488392127062,492.060030692442
GENE323,859.312276978496,733.578383579093,541.474800600652,708.117660477807
GENE324,766.201309701075,815.601467171721,542.835761680068,391.083954223098
GENE325,818.021920939089,537.027424525173,802.65614553569,742.716185355828
GENE326,581.039193657589,571.311261839082,911.22888267453,834.191393964591
GENE327,673.981527142546,866.272817866869,636.130675743717,582.939550463021
GENE328,690.199669361417,642.501255034279,604.183531544344,748.212737600884
GENE329,784.786405399964,779.087234628397,624.276543708734,955.924987273321
GENE330,684.958178776529,570.019777662387,550.900759412457,981.086868831727
GENE331,699.438090697822,671.859596362499,957.268791090222,625.564538351265
GENE332,440.993327498125,871.178769783763,977.501015740125,1085.32765038021
GENE333,752.872827682869,746.854617253739,732.682305440558,820.75668393442
GENE334,736.798803825777,961.048123887557,501.305176942341,600.053481929842
GENE335,510.76529208123,988.543025030225,592.135933338797,794.734702500893
GENE336,888.154935768125,614.128427151057,623.802348239761,441.440899649207
GENE337,727.283177292566,872.45166909291,562.321933330489,364.015791541121
GENE338,576.903921629428,868.606506508912,596.523998325813,733.232577512524
GENE339,670.831185243606,615.782129374099,611.850262902027,681.987291710299
GENE340,696.407539850728,699.310159118132,1025.98284247828,892.500533768732
GENE341,614.624647742353,942.50208433441,854.239628597963,610.943744284392
GENE342,919.557622626852,435.771708339809,702.493644563572,775.58592733872
GENE343,610.685957491785,637.239737978066,853.716499663085,575.344345512588
GENE344,612.315938793832,804.475840218574,986.495422323376,619.956073634124
GENE345,690.815635810435,709.087765683376,373.294569652275,726.195626071091
GENE346,711.718978459248,590.098928282578,556.952678946958,486.217285689816
GENE347,809.6113644408,639.312412446377,964.774940208075,784.9950811899
GENE348,753.542930498606,806.189030965003,579.704703528552,594.764149362074
GENE349,753.894734912289,664.521423258593,458.385370755549,1042.69475383603
GENE350,659.56153473004,713.704576034913,741.340551497652,1109.2630675284
GENE351,881.035266511368,890.970509841601,486.720938226548,845.438767477133
GENE352,742.015375594161,942.279449584683,819.24625233267,677.577072996373
GENE353,488.831378089572,904.081134723951,484.163231052242,806.086492607913
GENE354,745.55323246229,895.584408318629,625.26083385724,644.871173871316
GENE355,561.110393161394,560.030919073755,678.92165103972,600.898715862542
GENE356,506.799934871371,983.613216093257,770.466954723904,802.845899278001
GENE357,580.324580383405,726.680945266577,611.906360091051,873.349528347127
GENE358,635.569101524456,540.43910287779,868.489294021794,609.858204272897
GENE359,753.211401638287,584.681734225858,968.636454864373,855.79365649015
GENE360,801.834528157661,709.273846961958,690.583490502996,604.259383068446
GENE361,883.044039215999,610.514243869696,713.055676862467,551.969920691096
GENE362,517.664194577169,555.323081409578,860.623273927651,658.795680958766
GENE363,728.477817951582,791.091790038899,523.731185667634,976.891564908989
GENE364,705.63546971319,783.863348546389,892.516418940717,939.363472695577
GENE365,592.970108475468,1050.73902113614,714.00238993255,427.527665836444
GENE366,381.91140102376,694.325525627486,469.309112575566,747.888177126428
GENE367,484.205012648535,803.3489965964,694.910211452473,719.382013742934
GENE368,398.122443149875,495.265220634452,504.59533494153,776.551305088359
GENE369,862.389385017958,777.0572252021,596.908163787551,577.138329415295
GENE370,873.026207365386,781.369049086795,657.496275859446,819.792659565461
GENE371,931.49041012998,752.438304319655,1005.08715078156,852.780602350115
GENE372,938.505714599702,921.133076725309,1013.83561013106,575.778139843653
GENE373,551.378059970908,682.42889526975,804.449581614065,674.617123424713
GENE374,539.882458107053,617.551671017024,640.445880239586,619.807951310854
GENE375,722.262433211251,488.361073570597,767.60917718025,664.249196315496
GENE376,593.950582083326,367.577857580533,640.016589562336,818.741275591449
GENE377,677.688793647853,1037.90305560207,787.441581354552,161.723150272538
GENE378,346.174352918702,724.133229970464,423.913241983938,782.985882327075
GENE379,673.823229334082,680.874014683299,806.617176665983,753.862772951913
GENE380,643.799993929412,772.876717734753,651.878812006954,677.246650249476
GENE381,302.2555130939,828.396557775167,624.462742869243,627.886831441232
GENE382,758.219689949852,721.566012280658,776.421502514063,677.704060526732
GENE383,422.812751828639,676.446851671766,584.649427416996,552.886130175413
GENE384,663.892254250776,823.115995886437,695.275796990114,1003.35671508756
GENE385,921.126402140804,732.041195293072,778.128882872035,703.757371545573
GENE386,496.229500891617,805.05288186509,597.271826065376,625.597862100911
GENE387,940.245788398672,735.8193024234,578.299872788947,686.528681944686
GENE388,864.090030290038,553.219999071536,888.886085489212,595.713508675837
GENE389,814.404972162356,890.206810342396,709.73233845362,563.412718203235
GENE390,1021.97962769975,976.191075158534,742.282907875681,712.371328601135
GENE391,616.078504465486,559.82131358833,751.343192133583,629.077302018031
GENE392,681.670874050758,755.175340816103,571.086619443718,845.111044347203
GENE393,605.794182367909,934.975441703276,599.516283337695,647.745161624104
GENE394,906.952664831121,768.593053095163,805.608462218477,681.319229272674
GENE395,331.559242605185,393.519373583211,824.381492293352,752.183647286651
GENE396,610.97599400277,504.016662666898,662.575782512596,616.43309566127
GENE397,527.762287284917,833.151085394072,652.691332844065,709.603626948633
GENE398,575.591824213333,724.565712552095,683.400100974169,538.026773732753
GENE399,466.018187812742,785.611422968643,601.197489253395,529.092037142585
GENE400,647.814126742828,489.593495851765,696.270856444715,781.930346053362
GENE401,876.034945349453,881.871666548011,682.222118735935,669.386156883043
GENE402,418.691057859004,905.062999354213,806.165961078229,732.132072678976
GENE403,596.53793885459,888.171671834999,443.408552146659,745.158171083899
GENE404,808.747120358288,759.812860308089,625.475667988504,842.623093773543
GENE405,779.405352524511,785.348166690051,806.872347346204,637.245688298869
GENE406,630.572676957671,770.732466473545,585.292504822981,550.014820521826
GENE407,786.395525116225,786.684052253502,673.877886049392,874.596847136424
GENE408,395.894575075768,640.566272525649,640.647088800624,814.777509117279
GENE409,914.663213571765,720.078861705042,848.50324478325,727.57207888824
GENE410,589.174019408895,450.458001366267,838.825380131637,723.867607596943
GENE411,490.610017810908,516.651017095152,731.370312519952,931.117662158082
GENE412,899.663432377082,852.827576110453,856.54587058841,851.595865034038
GENE413,675.633999872267,586.105316105027,847.739398417822,939.996234449002
GENE414,792.396032567276,489.623893106517,481.829928139291,406.710657218414
GENE415,771.160788976724,797.618012230378,563.016008411935,642.367824102689
GENE416,807.550056274804,403.325103054897,960.137564801058,907.671102424079
GENE417,617.296272715551,489.436631821412,766.720557611411,740.988421337379
GENE418,605.467513103982,680.901046505381,572.587128288169,843.276224811985
GENE419,779.223117240434,853.242746411775,934.68355206097,579.315623089299
GENE420,556.90925389878,702.815803415272,827.25207116211,352.617507057244
GENE421,648.386944559334,447.863076559681,1067.11302902874,404.806001338463
