Genes,C4_a,C4_b,C4_c,C4_d
GENE39,574.245063456763,661.708497899967,779.582498567918,1124.37568083852
GENE40,588.340167786396,719.882640957344,323.421635894026,764.897905639061
GENE41,177.521264816634,-20.4961277542232,533.240092728648,594.047981726621
GENE42,120.312734822559,1058.86771267287,337.820137179008,370.527226107566
GENE43,611.84847431241,756.728740421429,822.284542370776,568.765166207589
GENE44,556.207148250382,267.788083363816,664.343397355113,241.784639299948
GENE45,849.731462531294,55.543722415796,532.898712341905,158.170130500993
GENE46,88.4354860683923,904.132981001238,878.827705001769,329.481688018128
GENE47,674.919124204788,526.247319433916,745.068982066925,841.418344788145
GENE48,569.531843198255,535.17212909042,310.664080405962,658.089110949198
GENE49,630.335433995616,533.014928851514,105.992551466295,699.741122779929
GENE50,75.353370897848,-145.42063571877,694.329475670877,290.874313723638
GENE51,792.087948102504,556.083302859312,308.313237436233,248.276304968098
GENE52,598.375740625962,545.183287019925,557.971261612944,428.955105631335
GENE53,796.363585452931,677.300649119531,647.196606283572,352.984448726656
GENE54,329.044606396254,488.814352701789,405.455878180779,431.295344432425
GENE55,566.209555868883,511.496020001472,833.289713742961,853.985284526466
GENE56,856.327519208173,885.531140405633,405.430707129559,644.802764203413
GENE57,607.108490202996,429.361615751876,235.408921857465,846.407231360147
GENE58,233.128780526086,409.682761751817,591.402968963831,714.033804803893
GENE59,1077.74602338807,651.761287911417,864.014153751537,582.680844529174
GENE60,391.345811338177,470.70999282299,898.298374567505,443.989001877144
GENE61,437.082236044119,622.643375548249,691.66578545778,510.960615013154
GENE62,467.306810577758,706.354660305724,690.618006473959,342.750092647625
GENE63,565.625224471248,785.194015588318,572.592769221099,150.973004202204
GENE64,467.318187262493,419.014149905577,783.56709644922,518.725261007601
GENE65,404.182439746933,-143.789655223657,516.093288894701,695.678217179908
GENE66,114.24562478364,775.73755251212,1181.94967986832,-296.214117203687
GENE67,429.478978488994,580.290728515961,249.252159235518,640.941629341066
GENE68,404.712207665479,324.734319780684,288.425952963664,46.4640742110954
GENE69,668.915944616392,529.932432666677,353.850655514094,463.830147349881
GENE70,639.354899789772,504.273907392104,99.8622605282693,714.79433681008
GENE71,479.188714497551,523.240100109523,449.668801943273,587.574137881393
GENE72,-28.6304386455573,465.032824271549,422.672239871196,553.541629927059
GENE73,771.394074828905,1.99913453493616,667.296341309627,376.519389787131
GENE74,443.295228851727,259.019988184404,282.192251049405,-96.2342886379324
GENE75,503.970605451698,-178.164700527995,507.478270127341,460.84717290055
GENE76,1122.78442804865,439.215425352308,422.218989542242,431.056273902126
GENE77,935.390891747219,250.870154660722,1159.33348867766,85.9431438649672
GENE78,629.51410173924,609.786801804659,698.127949573405,164.575645344757
GENE79,610.206747505625,564.208985481451,436.872842648973,45.4323202041359
GENE80,294.178932659171,247.469095439026,572.913705053789,1164.55628700575
GENE81,-3.7246880189233,934.294223228568,551.587775198123,676.461927453409
GENE82,617.441288973742,886.966259490927,630.404306190738,360.077059489064
GENE83,328.573226000803,1022.03883520226,785.038653501892,795.507682818599
GENE84,489.912968106021,859.017554344422,720.516097508352,383.966896947366
GENE85,602.537208800333,882.429003255881,1137.9186039784,515.420919024013
GENE86,379.209691941697,201.133570553818,312.709145289005,687.755918343425
GENE87,203.699087041105,578.064189798981,280.946268613602,828.659691292922
GENE88,243.882470365247,193.341495922142,817.83904884183,956.255379617123
GENE89,407.458141752307,377.265572144361,529.109113450574,340.840852313825
GENE90,864.372558961127,793.917251442845,298.350172216432,627.598589080188
GENE91,406.432784922604,845.341641766693,276.672763176492,561.80964928753
GENE92,446.583111370774,698.130914707594,715.221892191335,320.343520080401
GENE93,813.820169302145,721.82707714071,-113.809073761504,681.396281085332
GENE94,239.597313665259,381.5967286139,99.138244267026,597.877292595669
GENE95,171.481776240886,644.897333507372,125.303680376713,387.207084393368
GENE96,330.269273211173,466.757136034142,983.2654410623,292.971160977002
GENE97,658.154884912014,398.670639145827,480.783299922514,699.076548954068
GENE98,903.817108083649,-186.940707170846,422.1572807374,678.42985153647
GENE99,803.385757544301,852.746145879777,501.822486565883,231.158870861271
GENE100,492.100206693874,629.173730155185,445.639400209429,995.167616190624
GENE101,693.997469955077,618.55337035039,146.163899199936,825.367060901199
GENE102,-98.7618422599941,1024.18878453469,127.775455612597,919.107728278032
GENE103,368.985652842494,673.727476743543,560.025279173864,462.229121850598
GENE104,268.914868729689,-177.722165520634,855.074890784521,328.955245904807
GENE105,1299.34919612571,563.941601316459,935.505946049065,481.915778104592
GENE106,308.801335754395,532.933090305231,738.997889452001,235.863101655948
GENE107,751.263418382839,850.246455378769,632.313517423717,613.782361738986
GENE108,711.835938983832,1016.55900100695,511.270413709657,285.367684733166
GENE109,1069.24722795988,909.921667419176,693.170683735637,542.25024253962
GENE110,796.951314987928,-85.4011176222574,510.882350658677,1143.07697580926
GENE111,590.039915706316,695.054706770811,651.152099825748,407.644117916656
GENE112,478.927280374285,665.33063646868,527.410468390806,630.542367323145
GENE113,295.133156776152,540.539831252853,1007.62904262375,-566.726897741807
GENE114,138.429046472566,247.071769911709,778.132080299818,652.801056844487
GENE115,554.348343826036,206.0714037112,1016.02724337753,552.454347853553
GENE116,242.022485441107,241.028843373293,522.428162081381,-16.2047392457749
GENE117,298.087286551238,416.373169729348,249.490286979408,829.233088805149
GENE118,674.152613168665,615.938202010038,761.484351797034,697.851264975659
GENE119,869.479899270873,256.02069080928,121.881337967876,792.666830980305
GENE120,371.639842585284,1014.48727319487,331.327175226921,354.073713242835
GENE121,677.61525308331,535.697076358467,540.843201189077,280.984186484981
GENE122,553.423190384648,731.207417481847,262.429273539648,519.174142868405
GENE123,431.646950700031,515.84090056285,722.004168673044,327.431876405682
GENE124,797.849092452813,1016.85466450571,716.206353052907,649.40817850212
GENE125,740.89539174585,499.197149997204,616.300142369794,676.902968190842
GENE126,717.290857689501,403.219645461811,439.672929335775,292.766716406022
GENE127,742.313697136551,-98.4154929368984,703.806954113681,439.929873189195
GENE128,330.094051718678,350.25402923867,769.148354262858,408.863808124363
GENE129,959.289232030992,580.072168664515,616.328088104134,352.161640413627
GENE130,733.75593731998,322.339250226886,81.6054821926295,941.876780066968
GENE131,459.067336340492,687.41519336442,781.298653000199,711.73855073097
GENE132,1214.50962935069,936.211255216883,913.670277362357,1106.85919980578
GENE133,924.152454713552,365.623155568121,283.498824858032,302.128128178414
GENE134,274.661923209338,1327.29990003436,819.075473575557,339.257787948976
GENE135,485.822037503055,58.6150734472405,-21.141133098968,884.032876316794
GENE136,818.862450300799,922.068450578172,679.34662982468,-128.696847854383
GENE137,1187.80529139683,683.856114923146,-139.183973012876,617.697286414642
GENE138,724.940344643948,727.156106442275,190.579291951664,216.416098292391
GENE139,764.809777782144,787.829047776715,508.542171337916,847.343179682779
GENE140,621.37874523267,737.33093375422,501.446978541063,453.533930662976
GENE141,1042.83464619845,816.011429559249,1208.90195352803,1312.54986644118
GENE142,849.966559331222,327.1588725079,731.411385510248,-14.5396134412181
GENE143,534.289132573929,794.779262812935,882.77161058557,553.062025115239
GENE144,632.849096548478,828.730028063986,-277.80326946256,569.730318277261
GENE145,386.29183768108,609.334471254467,377.622251794653,419.904154169777
GENE146,606.586057631718,351.469292175805,492.083374069768,613.171731024512
GENE147,292.533518793675,186.675377883561,543.628358967162,681.527121550841
GENE148,141.171711839623,-6.08555584126407,1194.41774424216,1002.04213235115
GENE149,864.153218961304,489.517465604117,360.156801873263,764.978972547538
GENE150,804.761795634329,256.046596547613,211.770034758286,511.054820536527
GENE151,1088.07775937274,588.821391040615,286.296802828041,766.652421317208
GENE152,506.712526275466,768.438210875934,591.650499687449,-45.3792083555381
GENE153,-18.9970883070926,22.8518981533571,358.679856871949,969.768075810029
GENE154,995.668190132175,367.049590786435,1264.60645482951,882.455321861635
GENE155,890.959320090063,568.840007270463,668.294597203193,535.150712157271
GENE156,389.186102898727,626.048814124414,208.511365941383,600.700347137968
GENE157,241.928828709272,437.751823509628,788.713818259452,640.343753090006
GENE158,215.335708270197,607.804817781022,696.03304008833,606.039468790656
GENE159,152.535462211179,870.328106058706,293.664453992524,738.186298960471
GENE160,822.704317625246,917.48454514618,530.716424130775,698.694965134435
GENE161,135.608699093153,288.397098349128,374.280649463697,383.570360353891
GENE162,699.094296339839,992.715770455364,433.019136404625,312.116988120912
GENE163,709.610670779949,295.989515703789,663.02354449574,585.98372003419
GENE164,214.019006116921,557.173349987073,419.838941390874,381.292140025416
GENE165,366.205106859463,1133.28449688559,804.979600822926,491.183581587313
GENE166,349.506983541387,614.368309553297,-106.25791455628,807.121488682724
GENE167,596.791974560563,664.361579193411,535.837075940448,748.998978933552
GENE168,345.52191245718,810.343065829465,596.435852237325,461.790122186484
GENE169,733.410169924038,328.035212328795,884.753521251194,1042.09153103101
GENE170,563.417634900569,597.087786496268,918.150690296143,911.259517349996
GENE171,429.82767871571,626.565659397714,573.814814220877,414.002757539501
GENE172,715.295523711604,1076.91095304801,411.660435959359,977.727286501477
GENE173,619.33263050858,311.676429532036,725.332384015689,364.944221623697
GENE174,846.142000291578,570.417316766163,396.505495142319,807.05082057745
GENE175,691.459764670946,410.664337262425,863.306647251554,646.671873428824
GENE176,455.642705214502,-41.3239275482583,419.051006269488,1098.54948689079
GENE177,712.879763387013,952.883902247417,889.078213077031,761.952236898223
GENE178,788.617184894928,-20.5892301008392,876.261630089793,700.745768360693
GENE179,544.791470580114,598.132388735265,171.632206214206,755.217888579823
GENE180,654.128495609696,576.480672212501,924.472975113626,806.489891744566
GENE181,631.549432908613,941.36313846728,291.767993103816,918.436719443577
GENE182,670.58922751092,880.553755117252,547.939999755802,257.468212973506
GENE183,620.347365205449,363.514256733136,901.303934119407,891.867374890876
GENE184,725.515671861361,172.729092546091,720.291241468946,568.580690997453
GENE185,455.926960524178,495.469160329847,778.373277185951,519.314801356845
GENE186,751.400516804096,506.787146238506,789.201824423594,944.534561735403
GENE187,629.541121723286,852.540455703598,594.316161786281,839.837435190605
GENE188,319.77585039591,933.602478508481,692.056246957025,147.084516689785
GENE189,437.049716412767,753.562527316284,840.110385113837,261.94982988854
GENE190,624.929892400664,166.740403881023,380.859652758068,638.894300692559
GENE191,413.529619042687,644.242610694229,722.255247511059,315.331930616597
GENE192,518.868671627004,1072.25965413793,563.067657243322,288.139810801292
GENE193,186.558176025804,559.962461205852,842.969281961602,499.516401683542
GENE194,542.623442201016,765.36909391106,298.462674220092,791.437263231697
GENE195,247.311025151676,299.817119722928,1035.42940112867,693.163939382882
GENE196,546.573777737092,733.845320177634,589.767757204345,863.306088205349
GENE197,828.788364656252,537.935189586347,-8.7015366166803,675.181073690411
GENE198,887.892779959297,559.106024789926,1111.15505020939,291.573435294944
GENE199,153.863851004972,474.989245796345,509.458926445049,223.843535597834
GENE200,856.742511263473,363.853783687379,1043.71180576685,875.370109812417
GENE201,530.467191028175,537.380496151732,427.550751714698,434.200324100022
GENE202,418.163132107746,390.998820659861,618.51756552959,643.442161639283
GENE203,679.382037114799,270.117235802474,59.7837945059025,1013.65735795587
GENE204,767.466823099751,680.364224359678,269.902329130818,282.895451002828
GENE205,1120.16953389101,516.425766763218,487.96089701649,672.797821256106
GENE206,391.680930145093,468.09698783772,1057.01939164453,562.126288613602
GENE207,853.006527535628,1195.42903011781,686.677435018855,248.661630108465
GENE208,620.347789384327,472.999814334821,394.631882336819,1037.52389094613
GENE209,530.138806093173,740.955739663201,285.405633224204,622.304660863002
GENE210,38.1693232435409,439.151886095629,627.864845902887,779.025001036266
GENE211,767.575728694153,625.27670528603,623.468659779006,101.135717693161
GENE212,725.650343415227,275.357836913785,385.91055240948,951.983480688076
GENE213,609.283270131554,940.352843382158,171.99022687524,254.964103502373
GENE214,235.458346114048,706.000322388485,618.304155698481,729.333888695299
GENE215,451.569459094847,338.833530278875,666.254030626161,1021.1848815169
GENE216,993.831663341542,371.966702509709,613.815428733997,642.251537216131
GENE217,332.705139302085,952.447991039907,566.157722934151,768.720451043265
GENE218,706.433742614808,306.383214759278,578.840450357681,1025.13254691569
GENE219,511.63983158469,935.158467788995,533.291512036012,1114.15045784374
GENE220,959.073284772693,374.543366678469,277.527016788186,419.661968325488
GENE221,442.499267627824,539.29356726805,427.900259350637,605.668582283628
GENE222,293.458409466927,614.514544889987,815.597304421112,754.206731449457
GENE223,618.049322921696,559.985728125469,520.683769416579,709.219221641733
GENE224,222.442377558815,519.350824053622,346.840507133732,767.503049486637
GENE225,516.239630932485,60.0195091910223,551.600436064434,960.608734812898
GENE226,694.602926408871,620.65983086571,305.610828080561,577.471172154445
GENE227,441.879386634874,1076.74928411618,219.933592181253,267.935439218789
GENE228,89.3128116192624,170.734930711847,1162.08986103692,335.006896964265
GENE229,798.618736238074,758.178386625906,675.690792193793,686.903345149035
GENE230,503.009141429604,574.506624757932,139.518437005581,780.790934639747
GENE231,41.4092250523782,1539.56886662828,681.074990263968,361.885905351579
GENE232,413.548733825676,60.9680857050837,1089.59986927214,831.231787051253
GENE233,753.591957881511,11.2243827518439,811.139449540875,637.273788441801
GENE234,1021.73027934612,671.737019778968,810.74598069952,296.636544939096
GENE235,588.34928313612,888.274397289635,163.84164439137,657.280808782823
GENE236,844.745426297797,666.047353713505,227.383818141303,1053.5167672902
GENE237,-169.229984298643,722.137272544735,1076.24183521029,540.801381781941
GENE238,956.463873918386,995.784542683129,606.590911837032,441.297088309554
GENE239,802.51191604685,635.970863358509,297.099288720974,226.61975623104
GENE240,285.3974279893,663.010007913288,570.418616682629,373.131028105064
GENE241,432.693278083273,-10.8189643942104,395.099425905581,635.068630644038
GENE242,265.583821237365,381.167507506674,360.255487394963,-216.418004289407
GENE243,607.057222742941,492.34383769175,980.008385383901,691.432358495172
GENE244,607.683589702855,389.799357905808,515.642980217092,983.253850108092
GENE245,762.819495631505,496.760392887852,227.566197223431,711.458385707095
GENE246,944.418229802911,759.497077108687,636.701664717054,526.462231325363
GENE247,969.490371942454,600.600202148723,-162.008451981716,779.953104257668
GENE248,317.999352930692,685.208356749614,522.198990195799,553.457288222648
GENE249,350.546881214374,224.301903679315,736.72005899436,804.997130051554
GENE250,769.966235193034,428.216897776281,699.921374493535,507.949223191122
GENE251,516.404031351709,384.929900489787,549.763642661557,878.102392942336
GENE252,604.006947253916,578.440436778401,350.896191130667,318.24511782679
GENE253,527.604299201895,521.104802879267,337.025050222696,647.506832835964
GENE254,914.82282858222,68.479134579065,468.517561576588,550.775593274223
GENE255,630.375984118587,404.434157197516,1087.49095565953,953.213269611364
GENE256,1259.12452138583,182.615454681444,412.325930791848,888.240726192721
GENE257,915.712158564763,951.743778396823,953.088553526695,340.479810650614
GENE258,163.620898054814,409.263872096977,1064.45376758496,365.353025265527
GENE259,778.731328100769,446.759294018564,486.206936032005,568.489055732259
GENE260,92.885036015995,317.733529644139,337.418014474069,670.879494229569
GENE261,730.99803404673,514.956206848003,594.242060388971,584.468757668413
GENE262,537.509187411632,302.496787699932,692.217574819987,857.365883943479
GENE263,666.678577715487,709.520892656184,157.834963152416,440.235262598379
GENE264,560.132924145585,524.835038045794,1410.05062723149,827.710055479674
GENE265,533.796948479836,978.314119814865,278.712609250173,156.974916648869
GENE266,436.439150174545,636.607965748375,468.485635756724,480.394255606825
GENE267,790.793434377195,638.753720255351,172.652640936833,249.047641535149
GENE268,353.128280981292,531.509679266185,656.391858537154,250.161653324394
GENE269,584.376609948823,863.169894013244,382.850992705651,547.42613961789
GENE270,477.387267619836,991.523100062542,608.234028349181,617.586622884249
GENE271,632.047714778275,-134.046537400065,377.463950733482,345.010365436533
GENE272,585.567981402146,-61.9138498563858,262.062438495187,260.305110268848
GENE273,762.988917024656,410.110457488324,726.132031942339,600.880960187274
GENE274,982.468049922885,59.5769583470535,268.434884128209,879.015528707447
GENE275,689.390768834679,626.639030786994,901.808446465546,757.270167361095
GENE276,109.284725783314,641.877588228077,488.554883775969,413.598899669044
GENE277,392.136488535958,209.121322557497,528.132488501896,484.459174454769
GENE278,541.81393686242,250.050621767963,904.174178188912,689.922700471181
GENE279,815.137303831369,701.552926093547,447.378837965995,471.643613540776
GENE280,-64.0277500729883,255.298185151213,272.74153186886,467.649683977554
GENE281,834.135468653407,488.869205170573,669.862332699878,68.8071406612934
GENE282,296.914112110778,955.997385977777,945.460438474607,150.737081458944
GENE283,783.202865882102,453.389200672106,871.893197004134,507.388905560956
GENE284,449.808363218059,400.734374756168,733.916981233009,235.676532094589
GENE285,567.461674885471,118.832283220887,724.884367942732,197.519986013102
GENE286,824.747265041228,1297.05619759125,776.706278531439,833.19205406975
GENE287,449.40485678071,404.576714574216,332.970279057194,273.840173791625
GENE288,561.262255019616,222.953814584627,464.653375450999,537.553129101589
GENE289,1063.80711188803,744.410493808807,308.892427089902,514.019631655982
GENE290,406.614183743603,748.062099891253,1017.913973872,744.015423754736
GENE291,571.44634721521,911.145866500156,871.394204853418,414.990063199071
GENE292,287.342164891435,66.2672090101264,165.56260730897,1115.46407636802
GENE293,1411.17369919054,657.538715445476,604.104503280102,457.851116228176
GENE294,628.107426424648,305.027121390549,61.1651424572283,665.851574522286
GENE295,268.314142622251,844.264510650101,603.605586045873,597.132752696986
GENE296,727.579328340287,160.57837157196,-53.1048310822633,474.132918773322
GENE297,1021.26687882215,998.418785089448,19.1224900599306,632.271351918927
GENE298,698.526746837118,297.208924514568,869.008473139485,670.1843638412
GENE299,429.548177827283,524.174508868397,705.220320126677,402.132465246842
GENE300,164.440601730383,587.133211216375,-252.166256555365,433.819498355973
GENE301,524.974638428992,341.633510376179,552.734920869961,748.9627251287
GENE302,350.910048109142,951.195784069203,810.947289806741,483.308401799054
GENE303,191.378793773928,1369.14204381797,1001.49446536999,176.415239378327
GENE304,1150.77176248443,976.809174612543,864.411262980525,611.894495008976
GENE305,840.479364550928,692.021032843089,680.274218038596,-58.9145645812124
GENE306,688.765931744478,832.625433962639,600.375218696087,1113.73021946294
GENE307,451.271119991684,535.019938664124,374.203304510014,444.859307080726
GENE308,319.98798537866,492.182397760615,799.097895376635,775.7785247255
GENE309,738.120767186414,978.352412938693,199.127356090579,200.02515557355
GENE310,655.155251214529,190.973998496288,510.995200603991,556.730670806466
GENE311,1072.65780927185,1347.11187144144,195.461999259348,260.588028791799
GENE312,817.212269018385,402.526573124135,498.419007500389,797.936769613335
GENE313,738.081159229285,1164.26557375931,682.578953110673,941.676422815502
GENE314,185.464849825937,434.598250661121,382.395516397637,1087.47314189706
GENE315,883.750279715205,500.360493833152,901.570279645797,829.294656346766
GENE316,659.399924786865,1089.43009491069,471.112441651054,508.207269467947
GENE317,426.95564649528,159.644207265691,934.009335444362,446.258886032362
GENE318,429.917061373836,1242.54373057529,951.141764467544,770.804093558389
GENE319,259.00251831209,354.155937418305,734.075250383551,438.4691741153
GENE320,933.362965409915,486.758138670756,603.601299031795,467.272837150104
GENE321,544.209206623346,735.237125356527,600.190793552603,980.413353099583
GENE322,483.756573122921,759.4381781297,373.085628866845,927.759287300883
GENE323,500.877388871784,760.731405078082,634.663882726389,567.549955582667
GENE324,813.893207371119,484.754369001865,272.249918888426,686.735939018547
GENE325,428.824972559739,-46.4361619715792,847.354741840718,533.327661458434
GENE326,0.671951479894574,503.334707897592,247.579555009841,440.009867957059
GENE327,388.88765235759,602.57405573595,262.664622012376,430.628988528768
GENE328,936.973670841445,419.332067322255,628.648491618059,650.998515136213
GENE329,338.407402739182,1185.06869132607,295.510698823008,327.206123794305
GENE330,689.756290816321,834.817810143829,587.90812073803,625.10978148418
GENE331,582.669261935628,446.281519008144,582.580663340093,637.886232784444
GENE332,272.740275853069,651.670172836008,738.831579662656,793.713795903866
GENE333,775.658885893467,172.179287518892,531.4742495969,359.550597356112
GENE334,264.264003122824,791.045809942219,534.083175703537,758.477013246414
GENE335,935.914523367573,491.94895148281,635.578372769666,812.407810636989
GENE336,615.257044190718,761.67227406889,589.734484269165,848.560331620933
GENE337,473.704997493625,674.324555733418,936.423632851701,723.606092597161
GENE338,444.790799558724,332.545519737022,342.356422608217,186.995112973951
GENE339,412.029366956686,509.61594657511,912.404483273945,204.041882012991
GENE340,585.683943943705,461.135528226059,583.295397460626,276.529170122996
GENE341,397.94993289079,629.909284567494,811.017694919518,342.280930930685
GENE342,1044.852563243,377.130778115955,565.450182677627,391.535401550049
GENE343,672.027271807147,275.154115209041,60.4956624812976,891.933579422914
GENE344,245.297164586237,547.22180465896,965.330070633157,794.482947343371
GENE345,676.362436893263,346.631033464826,-59.124262633835,281.086660453589
GENE346,225.652066992807,-43.1648888617424,641.661159396626,489.39350928675
GENE347,415.722822031551,473.216083350363,1149.71661353494,273.543939400789
GENE348,578.673654302166,422.754242094922,1142.4245833927,649.215239133187
GENE349,1028.99345498152,564.96636176584,675.705160699355,661.150522776275
GENE350,678.132591391219,498.241613173203,980.053389545773,693.259432035395
GENE351,493.693610167278,-196.763273544499,611.095412934805,427.867681942685
GENE352,539.693020334544,740.198502783416,201.815728005567,438.473897904498
GENE353,726.654062851907,546.032414522399,169.540630522038,419.516258289616
GENE354,887.434640626031,62.3653629231304,615.597280547807,568.135623306859
GENE355,801.769687442628,383.220895321685,667.588304873618,885.226527862645
GENE356,80.6753629670326,154.180642366231,772.38803406529,203.172174031653
GENE357,243.125532196879,656.290056450994,374.73229995036,348.092554382621
GENE358,218.929205823721,459.397066539257,409.553861243701,1113.48651667244
GENE359,220.183008592101,298.78600994541,835.496879342646,521.850829003595
GENE360,159.314904207649,901.06103273962,177.587741054595,494.57569093782
GENE361,458.705474808371,607.500700326152,840.409259956523,711.524942257099
GENE362,684.638218604929,559.644260076147,461.324787972983,163.494801438109
GENE363,1044.97129872355,653.465611815643,681.253153078597,43.7441298526851
GENE364,868.213321984298,677.897819757604,193.161949971911,305.510558395454
GENE365,209.59128469319,587.812996179503,537.720992444683,649.49844088437
GENE366,862.223555310106,630.068781703209,646.715393688118,531.296491214374
GENE367,545.529581098177,414.335023568697,779.622535765872,845.520133438446
GENE368,205.964818779315,-98.7356823217824,959.014345165477,331.365818984475
GENE369,829.173956659281,10.0681226194725,250.644072937644,625.556620063536
GENE370,812.263833318334,748.783569093929,110.101643645945,865.884432096398
GENE371,272.803178495657,412.68802920166,50.9703227128651,518.653391551366
GENE372,240.261309160452,624.272937652455,737.023249251576,561.865301561013
GENE373,406.121223224581,672.543989525147,859.231434335245,519.354123767439
GENE374,885.237433287556,502.564463434071,542.45325902579,573.05192664731
GENE375,668.09792824463,470.916069515141,900.688423213521,447.786329664244
GENE376,134.121017820925,644.88018100076,325.867353908996,566.505499383224
GENE377,435.789204589521,748.506191254054,702.615456589994,604.454734467685
GENE378,106.120462654837,210.656825083089,230.75588909764,419.187636939361
GENE379,501.951373149693,912.892203927257,927.364410486224,1348.68682245138
GENE380,409.251011262488,923.121604405601,1081.86154726415,435.44401363884
GENE381,743.707188696143,540.00022309144,516.532249950827,50.6939359138138
GENE382,848.572735779833,-110.786628406871,181.239802992377,67.5304334656816
GENE383,1165.64116961176,452.058075645066,841.167924679847,745.243850624299
GENE384,-41.7060294453088,558.01371566035,428.17613187794,814.735449992105
GENE385,763.455440019661,-0.397622810576081,240.896034307223,894.073433668295
GENE386,412.530054066271,509.56864027142,963.569653384799,330.729348654447
GENE387,589.791146039908,619.297822686307,115.870960686216,183.408582777815
GENE388,678.095147896605,423.38371147161,1248.45720635944,919.087514443382
GENE389,750.481279189392,532.293559296695,497.613865363565,508.484247698259
GENE390,618.575219027573,903.925078236798,722.069220298647,548.423020058544
GENE391,503.545409343451,835.645717896382,758.624467790526,266.665776780064
GENE392,694.16123796484,362.400542499484,1025.33327623078,1165.56177850031
GENE393,700.067345005843,728.654552508485,274.860935933742,184.56278720657
GENE394,727.636611516543,188.262748832739,798.895936639326,360.879070613107
GENE395,838.817776792454,377.128397163944,509.471402723635,794.618601634289
GENE396,1288.0066752906,326.165052205055,120.423402630847,843.745170103957
GENE397,376.944853746188,244.364309230358,542.438480518365,435.871976161756
GENE398,539.583694581585,546.6056892388,821.685074494271,405.828962840439
GENE399,930.213021931582,533.898986934402,1052.61886436428,784.910177972526
GENE400,848.513529032338,891.77071408494,503.534086194041,1067.06213087671
GENE401,613.420352631012,82.2077457442861,1100.87304300808,711.901326862677
GENE402,370.058735581138,187.570134334141,435.233564902508,937.818007020336
GENE403,739.64993272119,689.513032728255,670.948457096119,150.177637043969
GENE404,624.705437216482,472.222659720136,428.547294174069,511.192240503304
GENE405,380.273958107813,188.972901003154,439.526026312473,621.697434142439
GENE406,685.974434587231,342.633374258544,672.250863361123,769.46941866513
GENE407,781.689926636413,672.249713517221,446.046548117148,801.439506388303
GENE408,571.629652709124,287.978989178653,540.923170445689,628.850941661558
GENE409,574.718806442905,787.004252302449,741.817730258663,618.245425754444
GENE410,365.543951318087,604.663291409633,1141.10376590641,-148.735286303748
GENE411,276.732479261916,792.323379594515,760.841063718834,1028.30583361771
GENE412,191.924934895353,530.066242633601,362.403721069301,895.096910728897
GENE413,62.8217626818508,-46.4940542782349,476.588306442019,372.798612719385
GENE414,446.667192874712,598.360893273535,577.691718261305,662.821704497932
GENE415,617.398922867314,779.974386552515,1041.99376161053,487.063115654396
GENE416,862.513284450505,230.912370944956,821.386389401226,632.306509489832
